Uuid,Void/Retire,Name,Concept Drug,Concept Dosage Form,Strength,_version:1,_order:1010
3facccb9-045f-4a0b-9c65-2d3d578f653b,0,Rozan 10 Mg Cp B/3*10,Rozan 10 Mg Cp B/3*10, Ampoule,10 mg,,
b0c3fb3c-4b31-4074-a6f2-2c2226d56503,0,Rubix Gel,Rubix Gel, Ampoule,,,
60551dfe-ce82-4b2d-b0f2-19b3a37486b3,0,Rulid 150Mg Cp B/10,Rulid 150Mg Cp B/10, Pieces,150mg,,
bc8a1e17-facf-4bd0-acc7-3eae9b24159a,0,Sk,S K, Pieces,,,
6fb9d2bf-bfad-41f1-82a2-b8443843d23a,0,S Now White Prin 60165 Metal,S Now White Prin 60165 Metal, Pieces,,,
dcd2eff8-9343-4b01-890a-bfe0d9f0a5c9,0,Ors Sachet,S R O  Sachet, Pieces,,,
d77eca1f-84b0-455f-8c77-7a0e7154fb1e,0,Srob/100,S R O B/100, Pieces,,,
c7c2dee7-5503-4c0d-b66e-8a5993077dda,0,Paper Bag Gm 16X29 B/1000,Sac Papier Gm 16X29 B/1000, Comprimé,,,
bea0190c-0082-4642-8337-5a7b6a584c10,0,Bags Packaging B/100,Sachets Emballage B/100, Pieces,,,
f968f250-3376-4511-b36c-917dcd92eec7,0,Trash Bags,Sacs Poubelles, Pieces,,,
ccfb2d2c-d3bd-49be-9237-1d742ce7f8cf,0,Saforelle Baby Cleansing Gel 250Ml,Saforelle Bebe Gel Lavant 250Ml, Ampoule,250ml,,
11915f1d-082d-442e-9760-3b6b05c466a9,0,Saforelle F/100Ml,Saforelle F/100Ml, Pieces,100ml,,
53caed0d-1f59-4a82-9220-d7b64ffd4f6a,0,Entry Tr 90 T18005 C101 Transparent,Saisite Tr 90 T18005 C101 Transparent, Pieces,,,
dd711de4-cda8-4245-a600-2818b7395082,0,Seizure Tr 90 T18005 C101 Transparent Purple,Saisite Tr 90 T18005 C101 Transparent Violet, Pieces,,,
164161f8-5e1f-4667-a4d3-4ae36a1cb5c6,0,Sale 0.9%/250Ml,"Sale 0,9%/250Ml", Pieces,0.9%/250ml,,
35eb4d3d-847a-472d-8437-1ca1f24d772c,0,Dirty 0.9% 1000Cc,Sale 0.9% 1000Cc, Pieces,0.9%/1000cc,,
fa96e258-a1bb-415d-b5d4-57c396d8042b,0,Sale 0.9% 3000Ml,Sale 0.9% 3000 Ml, Pieces,0.9%/3000ml,,
c9670a14-6f85-4ae7-9f3a-3b1ff3ca65a9,0,Sale 0.9% Fl 500Ml,Sale 0.9% Fl 500Ml, Pieces,0.9%/500ml,,
52c7819a-b864-43ab-8fee-807578503b3e,0,Sale 0.9% Umcs 500Cc,Sale 0.9% Umcs 500Cc, Pieces,0.9%/500cc,,
22baf7f3-fe40-4010-a068-6a5938fd92f9,0,Salty 0.9% 250Cc,"Salee 0,9% 250Cc", Flacon,0.9%/250cc,,
e6bccb89-4378-4e5f-be6d-970f45b40370,0,Salifen Gel,Salifen Gel, Pieces,,,
84676266-3219-4b18-a1b3-cbb28dd07e95,0,Salvatis Powder Bt 70G,Salvatis Poudre Bt 70G, Ampoule,70g,,
c97afe51-8b2d-43e6-8ebe-9d98e8ed10d9,0,Sapphire Ad 1000/125Mg Sch/12,Saphir Ad 1000/125Mg Sch/12, Ampoule,125mg,,
f591c5f8-c217-44e9-abdb-1fd0e08a59d0,0,Sargenor 1G Amp Buv 5Ml B/20,Sargenor 1G Amp Buv 5Ml B/20, Ampoule,1g/5ml,,
dc46dc82-f122-49d9-aa6b-89d8677997bc,0,Household Soap,Savon De Menage, Pieces,,,
02fe488e-a79e-4cf8-b0d7-f939eba26c6a,0,Sayana-Press,Sayana Press, Ampoule,,,
5b53280a-6cc3-4c90-af46-959d94ce71d5,0,Scarid Gel,Scarid Gel, Ampoule,,,
27a387c8-f721-474b-9e22-1a6360b45276,0,Gigli Saw,Scie De Gigli, Boîte,,,
7b52234e-4fa7-4009-9023-ca44bfe31e39,0,Sedaspir 500Mg/20Mg/50Mg Cpr T/20,Sedaspir 500Mg/20Mg/50Mg Cpr T/20, Ampoule,500mg/20mg/50mg,,
2e20a72b-e9a9-4e01-a462-0d82a64d7734,0,Sedorrhoide Crisis Hem Cr T/30G,Sedorrhoide Crise Hem Cr T/30G, Flacon,30g,,
590e73a8-896b-45a5-b1fc-d44fec6c6e8a,0,Sedorrhoide Crisis Hem Suppo B/8,Sedorrhoide Crise Hem Suppo B/8, Flacon,,,
f074f47c-f59c-4c52-b595-7550791b4115,0,See Yeah 1108 T 54-19-142 Black Silver,See Yeah 1108 T 54-19-142 Noir Argent, Pieces,,,
86bd0601-cc7b-4f29-8c9f-ac789bc54121,0,Sefurox 250 Mg Cp B/10,Sefurox 250 Mg Cp B/10, Pieces,250 mg,,
b2419afc-d5b5-412c-9831-b95040fa9448,0,Sefurox 500Mg Cp B/10,Sefurox 500Mg Cp B/10, Pieces,500mg,,
175aa9d5-7f30-4ba0-94a5-46a3fcc84674,0,Sekisan Sol Buv F/120Ml,Sekisan Sol Buv F/120Ml, Flacon,120ml,,
05ca97e1-ddc6-4a41-aacb-c21d18af588b,0,Sekisan Sol Buv F/120Ml,Sekisan Sol Buv F/120Ml, Pieces,120ml,,
d938d9b6-f4c0-44e1-b7a8-9cefa0cf68fb,0,Sekrol 15Mg/5Ml Susp Buv F/100Ml,Sekrol 15Mg/5Ml Susp Buv F/100Ml, Boîte,15mg/100ml,,
d2a78cdc-6b58-479a-899f-1a2c30464b00,0,Sekrol 30/Mg/5Ml Ad Sus Buv,Sekrol 30/Mg/5Ml Ad Sus Buv, Pieces,5ml,,
d6d52f8e-7d51-4d1c-b486-26a9556ede8b,0,Sekrol 30Mg/5Ml Ad Susp Buv F/100Ml,Sekrol 30Mg/5Ml Ad Susp Buv F/100Ml, Ampoule,30mg/5ml,,
c459793b-07ac-4765-861f-c5e4c16cdaa8,0,Sensaya Sen 13C03Grey/Black,Sensaya Sen 13C03Gris/Noir, Pieces,,,
6f16bf0e-6fac-4d79-b463-bae50ecf5fac,0,Septocide R-Plus Fl/1L,Septocide R-Plus Fl/1L, Pieces,1l,,
e031194b-45b4-4859-8177-de683df2c8f9,0,Seretide Diskus 100/50 600Doses,Seretide Diskus 100/50 600Doses, Pieces,,,
150b8cf4-c09b-43e6-ae8f-086325aa4a0c,0,Syringe 10 Ml B/1,Seringue  10 Ml B/1, Pieces,10 ml,,
cb4d0153-fbfb-4aa0-a8ae-8fcc1d0ef6e7,0,Syringe Insulin 1Ml B/1,Seringue  Insuline 1Ml B/1, Pieces,1ml,,
1a6c4758-b495-4891-a37c-1f73fad512ef,0,Syringe Insulin 1Ml B/10,Seringue  Insuline 1Ml B/10, Pieces,1ml,,
348267a7-1ec8-4f5f-bd42-ea59cf536a70,0,Syringe 0.5Ml B/100,"Seringue 0,5Ml B/100", Pieces,0.5ml,,
55911419-b50d-4d78-87aa-ee419afe8ce2,0,Syringe 10 Ml Program,Seringue 10 Ml Programme, Pieces,10 ml,,
dcbf2abf-b5bf-4870-bf34-2faa8ffbb760,0,Syringe 10Ml B/100,Seringue 10Ml B/100, Pieces,10ml,,
b102a663-cec8-4b3c-9fee-2124e0355f61,0,20Cc Syringe,Seringue 20Cc, Comprimé,,,
3d40727a-17a2-42c6-a5c8-23e899275a99,0,Syringe 20Mlb/1,Seringue 20Mlb/1, Pieces,20ml,,
65b03f5a-004d-414e-8abc-8361acccbba8,0,Syringe 2Ml B/1,Seringue 2Ml B/1, Pieces,2ml,,
bfe092c9-cb7b-4494-80a4-5aac33a574c9,0,Syringe 2Ml B/100,Seringue 2Ml B/100, Pieces,2ml,,
276472b7-f755-41a5-ab39-1a0968768baa,0,Syringe 30Ml,Seringue 30Ml, Pieces,30ml,,
9d1db1af-bc83-4bd5-84cf-2819dee0f2c3,0,Syringe 3Ml B/1,Seringue 3Ml B/1, Pieces,3ml,,
d9186ed2-0c19-42ae-b312-2174a39fd43a,0,Syringe 5Ml B/1,Seringue 5Ml B/1, Pieces,5ml,,
5aa59c73-a8ab-4df7-b23b-4f49d19dc6fc,0,Syringe 5Ml B/100,Seringue 5Ml B/100, Pieces,5ml,,
5413b424-3f4a-413d-934d-c6d807144da1,0,Syringe 60Cc Small Tip,Seringue 60Cc Petite Embout, Pieces,,,
8701a6e9-74c0-4795-835e-882a64fa572c,0,60Ml Large Tip Syringe,Seringue 60Ml Grand Embout, Pieces,60ml,,
9fbc4db1-a369-42a5-804e-38cb3b78805c,0,Anti-Venomous Serum,Serum Anti-Venimeux, Pieces,,,
1478aae7-6e8a-4a9d-ad96-390ff1707189,0,Serum Control P,Serum Control P, Pieces,,,
b658940b-32eb-47bf-b6c8-05fb2a5a30d4,0,Bt Normal Control Serum,Serum Controle Normal Bt, Pieces,,,
0537731e-54ec-4baf-9cc6-5eaaf7ce1074,0,Normal Control Serum,Serum De Controle Normal, Pieces,,,
51c2317e-1963-4882-9c40-cc9f12aed629,0,Dirty Serum 0.9% 500Ml,"Serum Sale 0,9% 500Ml", Pieces,0.9%/500ml,,
e29ac5ce-67fe-4e82-bae4-65089939604f,0,Serviflox 500 Mg Cp B/10,Serviflox 500 Mg Cp B/10, Pieces,500 mg,,
f02a994c-2a20-4d36-ba3e-f6a31f8d5ff1,0,Serviflox 750 Mg Cp B/10,Serviflox 750 Mg Cp B/10, Ampoule,750 mg,,
9bb6b69b-b9b1-47ce-b1ae-2a89641b3e7d,0,Calibration Set,Set De Calibrage, Flacon,,,
4afa6642-20b8-4ffd-8a38-761687ffb268,0,External Ventriculo Bypass Set,Set Dederivation Ventriculo Externe, Ampoule,,,
928cb7e4-f11a-4ead-a4b3-31ee50c012a5,0,Ventriculo Peritoneal Diversion Set,Set Dederivation Ventriculo Peritoneale, Boîte,,,
2acd8953-8f9a-47f3-9a7e-476078271067,0,Setronax 2Mg Inj B/15,Setronax 2Mg Inj B/15, Pieces,2mg,,
d011b1bb-1892-4375-8371-076fa67ac702,0,Setronax 2Mg/Ml Amp Inj B/5,Setronax 2Mg/Ml Amp Inj B/5, Pieces,2mg/ml,,
b113aa82-f0ce-4757-9aba-2c8f823ebe30,0,Setronax Amp Inj 8Mg/4Mg B/5,Setronax Amp Inj 8Mg/4Mg B/5, Ampoule,8mg/4mg,,
210a9085-5837-4a40-9262-b6bf22ebf023,0,Setronax Inj B/1,Setronax Inj B/1, Pieces,,,
6e7b1d6b-c7f8-448b-bdae-0e336309bb16,0,Sgot Bt,Sgot Bt, Pieces,,,
7538311c-b108-4ff8-9604-012c870cff6c,0,Sgpt-Bt,Sgpt Bt, Pieces,,,
0ef3e004-7fcb-4e08-98eb-f824613c4871,0,"Sheath Fluid,5L","Sheath Fluid,5L", Pieces,5l,,
c13078f6-0499-4b75-a0db-f37ca8bb916a,0,Shelcal 500Mg Cp B/15,Shelcal 500Mg Cp B/15, Pieces,500mg,,
49f9ec9e-9a09-46fb-bec6-5230e489648b,0,Silybon 140Mg Cp B/10,Silybon 140Mg Cp B/10, Pieces,140mg,,
6d954a76-45d5-454f-9a6c-dcfb68220d1c,0,Silybon 140Mg Cp B/30,Silybon 140Mg Cp B/30, Pieces,140mg,,
8558a988-2ff9-4d35-8798-6433394ae5b6,0,Sinemet 100/10Mg Comp B/100,Sinemet 100/10Mg Comp B/100, Ampoule,10mg,,
5df599ab-eedb-4780-805e-8069d02bf613,0,Sintrom 4Mg,Sintrom 4Mg, Ampoule,4mg,,
8d093f22-723d-4fde-ab3a-cd50d6515d4c,0,Sinus,Sinus,--  KIT CP,,,
1c04a8dc-19ca-4f13-a808-15584cb583de,0,Sitravel Chloride Pot B/5,Sitravel Chlorure De Pot B/5, Pieces,,,
8b63d278-0bb2-47d3-b446-5cfea973e2d4,0,Sitrus Sr Cpr B/30,Sitrus Sr Cpr B/30, Boîte,,,
d507448e-2619-46b0-adbd-5755a63cf48f,0,Skenan Lp 100Mg B/14 Cp,Skenan Lp 100Mg B/14 Cp, Boîte,100mg,,
fb7bf632-9a62-4079-ab88-44888d13aa9d,0,Skenan Lp 10Mg B/14 Cp,Skenan Lp 10Mg B/14 Cp, Ampoule,10mg,,
f7ba8f37-3ad9-435a-aaa7-dc12275715f0,0,Skenan Lp 30Mg Ethylpharm Gel B/14,Skenan Lp 30Mg Ethylpharm Gel B/14, Ampoule,30mg,,
7c315673-e858-4ef4-a3e0-35d2665a0bb2,0,Skenan Lp 30Mg Gel B/14,Skenan Lp 30Mg Gel B/14, Ampoule,30mg,,
8881d048-b3db-42bd-8f83-3d770e6f6eb5,0,Skenan Lp 30Mg Gel B/14,Skenan Lp 30Mg Gel B/14, Comprimé,30mg,,
c4acbc95-050b-47c6-96f1-540e16d9583a,0,Skenan Lp 60Mg Ethypharm Gel B/14,Skenan Lp 60Mg Ethypharm Gel B/14, Boîte,60mg,,
97a23d6f-ed30-4dd2-ab57-b4182d04a527,0,Skiacol O.5% Coll Fl/0.5Ml,Skiacol O.5% Coll Fl/0.5Ml, Pieces,0.5%/0.5ml,,
58358670-4e9f-4c7e-8d8b-470b4cb5a802,0,Skilax Gtte,Skilax  Gtte, Pieces,,,
18549898-afb6-4db2-b2f8-6856b694b083,0,Skilax Buv Gtte Fl 15Ml,Skilax Buv Gtte Fl 15Ml, Pieces,15ml,,
f2b794cf-7598-4b69-8796-7fcbdd1d9038,0,Smecta Pdr Sach B/30,Smecta Pdr  Sach B/30, Pieces,,,
c02b854a-3dbf-4918-ada5-12790688ee9c,0,Smecta Sa B/1,Smecta Sa B/1, Ampoule,,,
32b322ef-d268-45c6-99d6-7dbf6c282a4a,0,Smecta Sach B:10,Smecta Sach B:10, Pieces,,,
813cbb89-4d82-4645-8748-9edf2332bf05,0,Smecta Sach B/30,Smecta Sach B/30, Pieces,,,
3811ea03-d79d-42bb-9689-5ff71c99cb30,0,Soclav 1G Sachet B/16,Soclav 1G Sachet B/16, Pieces,1g,,
611b5ac6-e0c6-463f-9b18-7627cf834f33,0,Soclav 500Mg Sachet B/16,Soclav 500Mg Sachet B/16, Boîte,500mg,,
f4adab23-85f0-4267-aa50-a0aab2aab53d,0,Soclav 562.5 Mg Bag/B16,Soclav 562.5 Mg Sacht/B16, Comprimé,562.5 mg,,
708735e1-2f9e-467e-bf0c-9c45c60d732c,0,Sodrol 40Mg Inj B/1,Sodrol 40Mg Inj B/1, Pieces,40mg,,
1f9f834c-cfa0-4a39-aed4-b4583d905244,0,Soffban 10Cm R,Soffban 10Cm R, Pieces,,,
5f55bd69-feb4-4f57-891b-7972b8430cdf,0,Soft Band 10Cm B/1,Soft Band 10Cm B/1, Pieces,,,
a10cd574-802b-4a0f-ab8f-32d6b9cfa5af,0,Soft Band 15Cm B/1,Soft Band 15Cm B/1, Pieces,,,
495d4669-f363-41f7-a340-2b4ace1b41f9,0,Softacort,Softacort, Ampoule,,,
dcc54b79-c0fc-447f-ae66-3efae6c7cac1,0,Softband Plus 2.70Mx 10Cm Bsn,Softband Plus 2.70M X 10Cm Bsn, Boîte,,,
06f3c149-335c-409e-8eed-71faa30e6e72,0,Softdrops Eye Drops 10Ml,Softdrops  Collyre 10Ml, Comprimé,10ml,,
6bd39b72-19a2-4c3d-9345-52fde862ee5a,0,Solcer (Omepraz) 40Mg Inj B/,Solcer (Omepraz) 40Mg Inj B/, Pieces,40mg,,
1d1cdb7c-9ef2-4bd5-8351-294480c77686,0,Solcer 20Mg Capsule B/28,Solcer 20Mg Gelule B/28, Pieces,20mg,,
03cbf2d5-98cf-4882-acc1-4e9f7539d9ae,0,Solcer 40Mg Inj B/1,Solcer 40Mg Inj B/1, Pieces,40mg,,
59717e58-ccaa-491d-9490-20ab30bd9387,0,Solcer(Omeprazole) 40Mg Inj Umcs,Solcer(Omeprazole) 40Mg Inj Umcs, Pieces,40mg,,
8afab6ac-7fde-48d7-8995-a4beb66962d5,0,Solumedrol 120Mg Amp Inj B/1,Solumedrol 120Mg Amp Inj B/1, Pieces,120mg,,
de351074-7e6c-4426-85b3-a327f9e24fda,0,Solumedrol 20Mg Inj B/1,Solumedrol 20Mg Inj B/1, Pieces,20mg,,
089b2007-163c-48bc-9040-e91b3811f6d8,0,Solumedrol 40Mg Inj B/1,Solumedrol 40Mg  Inj B/1, Pieces,40mg,,
a629ee39-0bca-4bc8-9697-44389e87b185,0,Solumedrol 40Mg Inj Umcs,Solumedrol 40Mg Inj Umcs, Boîte,40mg,,
343534c6-6f6a-4446-868b-2aa2942fe275,0,Solumedrole 120Mg Inj F/1,Solumedrole 120Mg Inj F/1, Ampoule,120mg,,
9ca765e2-3aa9-4625-bf5e-bb7140ac25d6,0,Mixed Solute 250Ml,Solute Mixte 250Ml, Pieces,250ml,,
07c67f9a-fad2-46d8-aeae-f88acc6826ab,0,Mixed Solute 500 Ml Umcs,Solute Mixte 500 Ml Umcs, Ampoule,500 ml,,
e961027c-ff43-4d91-8b2a-907b08cac465,0,Solute Mixed 500Cc Bbraun,Solute Mixte 500Cc Bbraun, Boîte,500cc,,
493955ff-6f74-4877-bff1-1c464d7a7725,0,Solute Mixed 500Cc Bbraun,Solute Mixte 500Cc Bbraun, Boîte,500cc,,
6783f02f-9bc1-409e-95c8-d1dd240197f7,0,Mixed Solute 500Ml,Solute Mixte 500Ml, Pieces,500ml,,
5c48a090-6c43-4bb0-b7ab-8a0dd261284f,0,Bt Cleaning Solution,Solution Cleaning Bt, Pieces,,,
a324454a-f262-4626-ab9a-6b26a61293fb,0,Feline Solution 1L,Solution De Feline 1L, Pieces,1l,,
b7aa8b82-2c98-4125-9f99-cff193529670,0,Lazarus Solution,Solution De Lazarus, Pieces,,,
b6a2041e-6d88-4cb2-bcc7-12ebf2148832,0,Marcano'S Solution,Solution De Marcano, Pieces,,,
7adcd708-1efd-4b72-89fe-1fea0ab713b0,0,Rinse Solution,Solution De Rincage, Pieces,,,
d93037f8-c0e1-4a78-bc4e-d4f10e556966,0,Somazina 1000Mg Amp Inj/1,Somazina 1000Mg Amp Inj/1, Ampoule,1000mg,,
16b01bd9-16f0-4efb-90c9-b64b86875052,0,Somazina 1000Mg Scht B/6,Somazina 1000Mg Scht B/6, Boîte,1000mg,,
7f6f6a1a-45a6-49ea-b0ee-fcd1da61f422,0,Somazina 1000Mg Sol Buv Sach /10Ml B/6,Somazina 1000Mg Sol Buv Sach /10Ml B/6, Ampoule,1000mg/10ml,,
833ba5cd-4998-4416-b69b-bd10219a0e6e,0,Somazina 1G Amp Inj B/1,Somazina 1G Amp Inj B/1, Pieces,1g,,
6ca6fa5d-7b16-49ff-b177-b19331d96d28,0,Somazina 1G Amp Inj B/1,Somazina 1G Amp Inj B/1, Pieces,1g,,
9bef7d3c-7ba4-4025-b0f4-0a721ba26ac9,0,Somazina 500Mg Amp Inj 5/15,Somazina 500Mg Amp Inj 5/15, Pieces,500mg,,
e7e876b4-1149-42ca-a893-0e2063fe54a4,0,Somazina Gtte F/30Ml,Somazina Gtte F/30Ml, Boîte,30ml,,
6bbfac91-e2e2-47ff-81ea-54b1e3386ddc,0,Somazina Gtes Buv Fl/30Ml,Somazina Gttes Buv Fl/30Ml, Pieces,30ml,,
e4c62252-a311-4d95-8924-d6013d39a4b1,0,Naso-Gastr Ch 8 Probe,Sonde  Naso-Gastr Ch 8, Pieces,,,
63b1e6f0-ff19-4454-9efc-2b0d536fb932,0,Naso-Gastr Ch10 Probe,Sonde  Naso-Gastr Ch10, Pieces,,,
19302458-c06e-4f26-8ed0-d1b4b5ce2473,0,Naso-Gastr Ch16 Probe,Sonde  Naso-Gastr Ch16, Pieces,,,
10e75ff2-9533-4dd7-b22a-6117000230f7,0,Suction Probe Ch 10,Sonde D Aspiration Ch 10, Pieces,,,
d716f337-8797-401f-9385-644f4fb55838,0,Suction Probe Ch 6,Sonde D Aspiration Ch 6, Pieces,,,
9c3ed9da-5dfe-4bec-86ca-149a2940b493,0,Suction Probe Ch 8,Sonde D Aspiration Ch 8, Pieces,,,
7f262fb7-694f-448c-b0a6-bc028f4353c4,0,Suction Probe Ch14,Sonde D Aspiration Ch14, Pieces,,,
6e6d4bca-74a3-4dfd-b05a-59088079ceb0,0,Suction Probe Ch16,Sonde D Aspiration Ch16, Pieces,,,
a8a28d16-cc1c-49a3-8d04-bf17e9c5bbea,0,Suction Probe N°20,Sonde D Aspiration Nâ°20, Pieces,,,
8fbaa296-02b0-43ca-8a03-1f16e3121ef2,0,Intubation Catheter 2.5,Sonde D Intubation 2.5, Ampoule,,,
c8819305-5a62-49de-a1ab-ba8cec696c14,0,Intubation Catheter 3.0,Sonde D Intubation 3.0, Boîte,,,
37f626b2-1edd-42d0-8998-df0f631982ba,0,Intubation Catheter 4.0,Sonde D Intubation 4.0, Boîte,,,
08030c18-875a-42a8-8392-90b3c19026fa,0,Intubation Catheter 6.0,Sonde D Intubation 6.0, Comprimé,,,
e2df4ecb-3d49-4be3-b626-67a972ed72c1,0,Intubation Catheter 6.5,Sonde D Intubation 6.5, Ampoule,,,
cca11277-af6f-4d35-840c-ad3558be00f4,0,7.0 Intubation Catheter,Sonde D Intubation 7.0, Ampoule,,,
f16dc142-4af3-4d50-bf20-a2854ba05b76,0,7.5 Intubation Catheter,Sonde D Intubation 7.5, Ampoule,,,
d32a2073-1253-497e-b057-246dd7540690,0,Armed Intubation Probe 7.0,Sonde D Intubation Armee 7.0, Ampoule,,,
89edece1-6c08-4c11-9890-657362339e29,0,Armed Intubation Probe 7.5,Sonde D Intubation Armee 7.5, Ampoule,,,
4addb9bb-edbd-4de5-841c-c8344e859fac,0,Armed Intubation Probe 8.0,Sonde D Intubation Armee 8.0, Boîte,,,
d8c8d0b4-42ef-441e-baf7-dea431ec2527,0,Intubation Catheter N 3,Sonde D Intubation N 3, Pieces,,,
9987deca-81fd-4a37-aaef-a582063952bf,0,Intubation Probe N 4,Sonde D Intubation N 4, Pieces,,,
2cc4fb6a-7d39-4175-95c0-435af5ea6c8a,0,Intubation Catheter N 5,Sonde D Intubation N 5, Pieces,,,
66ed1b62-785b-427b-bffe-4448d9784f9d,0,Intubation Catheter N 5.5,Sonde D Intubation N 5.5, Pieces,,,
2a40df41-3918-4474-85eb-520f9756ed3a,0,Intubation Catheter N 6,Sonde D Intubation N 6, Pieces,,,
d864ef6a-f022-46b7-8164-4d5f27deadf2,0,Intubation Catheter N 6.5,Sonde D Intubation N 6.5, Pieces,,,
f27539b6-a713-492a-ae28-e6768cc31d91,0,Intubation Catheter N 7,Sonde D Intubation N 7, Pieces,,,
549206b3-d78a-4c78-8993-b0ada2417767,0,Intubation Catheter N 7.5,Sonde D Intubation N 7.5, Pieces,,,
a3d19bd3-ae0e-41d9-a514-ca78fe815f3b,0,Intubation Probe N 8,Sonde D Intubation N 8, Pieces,,,
01f3a9d0-1eda-4635-ad51-4954bbbb9a82,0,Duffour Or Co Probe,Sonde De Duffour Ou C.O, Comprimé,,,
8ea67528-3dcb-45ea-b7fa-289ffeba81b5,0,Nephrostomy Probe,Sonde De Nephrostomie, Ampoule,,,
cc5ae104-6446-44c3-808e-bf291392eacf,0,Double J Probe,Sonde Double J, Comprimé,,,
c4b9717b-f48c-48d9-8242-01ce5ceb5313,0,Endo Tracheal Tube 7.5,"Sonde Endo Tracheale 7,5", Pieces,,,
d49ed0d9-40ad-46e7-94dd-3ee0375a0e63,0,Endotracheal Tube Ch 7,Sonde Endotracheale Ch 7, Pieces,,,
60dbf6a6-f37f-48d5-b22b-b86e6d790653,0,Gastric Tube N 8,Sonde Gastrique N 8, Pieces,,,
3eb81b82-2ba9-4099-848f-cf4c28650a2c,0,Naso-Gastric Tube Ch 8,Sonde Naso-Gastrique  Ch 8, Pieces,,,
9f313997-0b3f-489b-a5c9-716e0be45287,0,Naso-Gastric Tube Ch 14,Sonde Naso-Gastrique Ch 14, Pieces,,,
12f9649c-8518-433b-81e1-00132ab66f93,0,Naso-Gastric Tube Ch 16,Sonde Naso-Gastrique Ch 16, Pieces,,,
fe34101a-7e51-4e2c-8855-6bb90009bf49,0,Naso-Gastric Tube Ch 18,Sonde Naso-Gastrique Ch 18, Pieces,,,
109d55bc-a017-4227-b521-5d8a3f4c47e6,0,Naso-Gastric Tube Ch 20,Sonde Naso-Gastrique Ch 20, Pieces,,,
0dea43af-d10a-4f0c-a396-34ad4e5f6f55,0,Naso-Gastric Tube Ch 5,Sonde Naso-Gastrique Ch 5, Pieces,,,
a0186cc7-61ab-4f83-b5c7-63cdf5a1f39c,0,Naso-Gastric Tube Ch 6,Sonde Naso-Gastrique Ch 6, Pieces,,,
301758cc-cf7c-4908-95e2-f95f34260c40,0,Ch 12 Noso-Gastric Tube,Sonde Noso-Gastrique Ch 12, Pieces,,,
bc1b20ee-68cd-47bd-a1e0-735f1066200d,0,Tiemann Probe,Sonde Tiemann, Boîte,,,
6c0675bd-5ad3-4684-9dad-cbb8ef26cf61,0,Urethral Probe,Sonde Uretrale, Boîte,,,
cde4c03a-43f2-4dd7-9f64-9178a85e5f0a,0,Urethral Probe,Sonde Uretrale, Vit B complexe,,,
7fca65ba-e451-419b-983a-e47405510794,0,Urinary Catheter 1V Ch 14,Sonde Urinaire 1V Ch 14, Pieces,,,
0030f80b-bc36-4a9e-a8b2-40b95573c185,0,Urinary Catheter 1V Ch 18,Sonde Urinaire 1V Ch 18, Pieces,,,
fc6762db-c0c0-4b0b-821c-3906d0db7938,0,Urinary Catheter 1V Ch 20,Sonde Urinaire 1V Ch 20, Pieces,,,
e10ec6a3-ad62-4848-9124-7e95cae956f8,0,Urinary Catheter 2V Ch 14,Sonde Urinaire 2V Ch 14, Pieces,,,
ec209cec-f741-47a5-8a02-b3c7ee8df4f0,0,Urinary Catheter 2V Ch 16,Sonde Urinaire 2V Ch 16, Pieces,,,
fc07b058-5d10-4697-b34a-dfdd645aa5a9,0,Urinary Catheter 2V Ch 18,Sonde Urinaire 2V Ch 18, Pieces,,,
0c627fb8-6891-4b42-b0b4-dc50eab30253,0,Urinary Catheter 2V Ch 20,Sonde Urinaire 2V Ch 20, Pieces,,,
5e80f61e-d41a-424e-a29b-6a84ab5cd601,0,Urinary Catheter 2V Ch 22,Sonde Urinaire 2V Ch 22, Pieces,,,
d6c90936-1817-452f-9767-654e3d7418d2,0,Urinary Catheter 2V Ch10,Sonde Urinaire 2V Ch10, Pieces,,,
af00ad33-14da-4ee2-a52b-ff7df6537789,0,3 Way Urinary Catheter Ch 16,Sonde Urinaire 3 Voie Ch 16, Pieces,,,
641c6c7d-ace5-47f7-9170-18671d02783b,0,Urinary Catheter Enft Ch 6,Sonde Urinaire Enft  Ch 6, Pieces,,,
d41480aa-060e-4434-ad82-6eb9edc0a9ea,0,Mixed Urinary Probe 2V Ch1,Sonde Urinaire Mixte 2V  Ch1, Pieces,,,
e99442ed-0899-42d8-9214-22c15116e09b,0,Mixed Urinary Probe 2V Ch1,Sonde Urinaire Mixte 2V  Ch1, Pieces,,,
e1eed316-420b-4288-800d-9acbda380de9,0,Sorafenid 200Mg B/30 Cp,Sorafenid 200Mg B/30 Cp, Boîte,200mg,,
c34182e5-1de7-492b-9811-26fd44dd3445,0,Soy Life Drink 500G,Soya Life Drink 500G, Pieces,500g,,
a9660714-faa1-49cc-8730-c5b45d888996,0,Soy Life Drink Bag/500G,Soya Life Drink Sach/500G, Boîte,500g,,
432f63b1-bbe8-4a15-9204-95db1fa68126,0,Soyalife Drink 500G,Soyalife Drink 500G, Pieces,500g,,
0f336bb2-5241-4db8-a940-78f009dd4970,0,Soyalife Porridge,Soyalife Porridge, Pieces,,,
264e2865-9b1e-4fc7-a599-527665af61aa,0,Spamomen 40Mg Cp B/30,Spamomen 40Mg Cp B/30, Pieces,40mg,,
6f16055c-3997-45f1-b471-015b01ae5a1c,0,Sparadrap 0.25M,Sparadrap 0.25M, Pieces,,,
