"uuid","Fully specified name:fr","Fully specified name:en","Data class","Data type","Same as mappings","_version:1","_order:1150"
"9ee776e8-c682-46d5-8434-9a1fb8efa17a","Effet de la chaleur et de la lumière, sans précision","Effect of heat and light, unspecified","Diagnosis","N/A","ICD 10 - WHO:T67.9",,
"9a46dd10-3a35-42f5-a337-a4130558b571","Main et pied d'immersion","Immersion hand and foot","Diagnosis","N/A","ICD 10 - WHO:T69.0",,
"52eaed30-b13d-4d16-b980-79928510c10a","Engelures","Chilblains","Diagnosis","N/A","ICD 10 - WHO:T69.1",,
"6e5d7bc1-c3a7-48c4-9bdd-90938fb0897c","Autres effets précisés d'une baisse de la température","Other specified effects of reduced temperature","Diagnosis","N/A","ICD 10 - WHO:T69.8",,
"41b38476-21f3-46cd-ae02-a6e4773c9ec5","Effet d'une baisse de la température, sans précision","Effect of reduced temperature, unspecified","Diagnosis","N/A","ICD 10 - WHO:T69.9",,
"7c4b6580-3995-4065-b65e-272ac2d79bae","Barotraumatisme de l'oreille","Otitic barotrauma","Diagnosis","N/A","ICD 10 - WHO:T70.0",,
"640dafe3-79f5-40ce-bd7e-0ea4fda93477","Barotraumatisme des sinus","Sinus barotrauma","Diagnosis","N/A","ICD 10 - WHO:T70.1",,
"56bbc8dd-cb9a-44e9-8a27-08d931213905","Effets de l'altitude, autres et non précisés","Other and unspecified effects of high altitude","Diagnosis","N/A","ICD 10 - WHO:T70.2",,
"55b67081-3db3-4325-8444-3f6dd374b745","Maladie des caissons [maladie de la décompression]","Caisson disease [decompression sickness]","Diagnosis","N/A","ICD 10 - WHO:T70.3",,
"24085c6f-a152-4f0b-94d8-5388a5cbef3d","Effets des fluides à haute pression","Effects of high-pressure fluids","Diagnosis","N/A","ICD 10 - WHO:T70.4",,
"9297c5e4-8b64-4d3a-beff-b1767a8b13a8","Autres effets de la pression atmosphérique et de la pression de l'eau","Other effects of air pressure and water pressure","Diagnosis","N/A","ICD 10 - WHO:T70.8",,
"35e713f4-ced4-441e-81b9-c9b543b57508","Effet de la pression atmosphérique et de la pression de l'eau, sans précision","Effect of air pressure and water pressure, unspecified","Diagnosis","N/A","ICD 10 - WHO:T70.9",,
"7eb3903f-42b1-458d-8363-af83179c9a32","Effets de la faim","Effects of hunger","Diagnosis","N/A","ICD 10 - WHO:T73.0",,
"0b54e56a-ceb0-4494-ba64-48c1eac9ac3d","Effets de la soif","Effects of thirst","Diagnosis","N/A","ICD 10 - WHO:T73.1",,
"9b23eccb-e596-4373-b817-27a747ded22e","Epuisement dû aux éléments","Exhaustion due to exposure","Diagnosis","N/A","ICD 10 - WHO:T73.2",,
"94267f5e-417c-4800-87d5-1ebbb1d3dbd4","Epuisement dû à un effort intensif","Exhaustion due to excessive exertion","Diagnosis","N/A","ICD 10 - WHO:T73.3",,
"f7d01266-6ab0-4c05-912c-b183334c521f","Autres effets dus à une privation","Other effects of deprivation","Diagnosis","N/A","ICD 10 - WHO:T73.8",,
"c773a725-73b5-4bc6-87cf-6043a513186a","Effet dû à une privation, sans précision","Effect of deprivation, unspecified","Diagnosis","N/A","ICD 10 - WHO:T73.9",,
"a38531d4-21da-49ca-9381-8a79e0ad286d","Délaissement et abandon","Neglect or abandonment","Diagnosis","N/A","ICD 10 - WHO:T74.0",,
"9c81ce8e-c4bd-409a-b785-d52a4abfce83","Sévices physiques","Physical abuse","Diagnosis","N/A","ICD 10 - WHO:T74.1",,
"aa3f240f-b912-43cb-a5a1-b965a946448a","Sévices sexuels","Sexual abuse","Diagnosis","N/A","ICD 10 - WHO:T74.2",,
"77bc2211-6a44-475b-bb0b-e6d1ed7cfe06","Sévices psychologiques","Psychological abuse","Diagnosis","N/A","ICD 10 - WHO:T74.3",,
"5f7f42e0-a239-426b-964d-24c8944dcb71","Autres syndromes dus à de mauvais traitements","Other maltreatment syndromes","Diagnosis","N/A","ICD 10 - WHO:T74.8",,
"5b649cf1-a19f-45d4-b41c-7346c0aba50c","Syndrome dû à de mauvais traitements, sans précision","Maltreatment syndrome, unspecified","Diagnosis","N/A","ICD 10 - WHO:T74.9",,
"09133a65-2471-4cb3-b90e-d0af51d9ecb0","Effets de la foudre","Effects of lightning","Diagnosis","N/A","ICD 10 - WHO:T75.0",,
"9c406fac-d999-4e43-94e6-d99480342f63","Noyade et submersion non mortelle","Drowning and nonfatal submersion","Diagnosis","N/A","ICD 10 - WHO:T75.1",,
"4b3fdbac-48c5-40ed-97de-1b294a566542","Effets des vibrations","Effects of vibration","Diagnosis","N/A","ICD 10 - WHO:T75.2",,
"30903e99-ccbf-4153-91cb-f2fe82bcb3ab","Mal des transports","Motion sickness","Diagnosis","N/A","ICD 10 - WHO:T75.3",,
"ff067918-3904-4cc4-977c-f519c65aefa4","Effets du courant électrique","Effects of electric current","Diagnosis","N/A","ICD 10 - WHO:T75.4",,
"fcc96e16-0bef-4bcf-aff9-ae5f1e0fb463","Autres effets précisés de causes externes","Other specified effects of external causes","Diagnosis","N/A","ICD 10 - WHO:T75.8",,
"3ba39b83-bc58-4deb-bddd-43be398a25c2","Choc anaphylactique dû à une intolérance alimentaire","Anaphylactic shock due to adverse food reaction","Diagnosis","N/A","ICD 10 - WHO:T78.0",,
"23b8b843-25ce-4914-9150-7db7cc60cf23","Autres réactions d'intolérance alimentaire, non classées ailleurs","Other adverse food reactions, not elsewhere classified","Diagnosis","N/A","ICD 10 - WHO:T78.1",,
"76382528-1e84-4792-9513-92d6bebfd4d8","Choc anaphylactique, sans précision","Anaphylactic shock, unspecified","Diagnosis","N/A","ICD 10 - WHO:T78.2",,
"f186fdad-da00-4fed-a205-09306b1573c5","Œdème angioneurotique","Angioneurotic oedema","Diagnosis","N/A","ICD 10 - WHO:T78.3",,
"860e0569-ccc4-47fa-bcdb-36a13c5a46a4","Allergie, sans précision","Allergy, unspecified","Diagnosis","N/A","ICD 10 - WHO:T78.4",,
"4f8eb6d3-e301-48eb-96f8-5bb09abfb184","Autres effets indésirables, non classés ailleurs","Other adverse effects, not elsewhere classified","Diagnosis","N/A","ICD 10 - WHO:T78.8",,
"8b1fa225-4c2d-4907-b9df-0ecf842c0496","Effet indésirable, sans précision","Adverse effect, unspecified","Diagnosis","N/A","ICD 10 - WHO:T78.9",,
"dab8284f-df4d-44a9-8c90-9bae995fe955","Embolie gazeuse (traumatique)","Air embolism (traumatic)","Diagnosis","N/A","ICD 10 - WHO:T79.0",,
"cd69dcb6-c0ef-4407-9fc0-be135907598e","Embolie graisseuse (traumatique)","Fat embolism (traumatic)","Diagnosis","N/A","ICD 10 - WHO:T79.1",,
"8ebc2698-71b9-42cc-af20-86598358951c","Hémorragie traumatique secondaire et récidivante","Traumatic secondary and recurrent haemorrhage","Diagnosis","N/A","ICD 10 - WHO:T79.2",,
"a4ed0c9f-548a-42ca-b8b8-69b1b84ceeaf","Infection post-traumatique d'une plaie, non classée ailleurs","Post-traumatic wound infection, not elsewhere classified","Diagnosis","N/A","ICD 10 - WHO:T79.3",,
"705982bc-3093-4da4-8ddf-a6d96e62ea0b","Choc traumatique","Traumatic shock","Diagnosis","N/A","ICD 10 - WHO:T79.4",,
"7910dbfd-0892-4d96-b9f4-348284a36234","Anurie traumatique","Traumatic anuria","Diagnosis","N/A","ICD 10 - WHO:T79.5",,
"b71fe933-e267-4caa-878f-f3de85dce6fc","Ischémie traumatique d'un muscle","Traumatic ischaemia of muscle","Diagnosis","N/A","ICD 10 - WHO:T79.6",,
"12024ab2-014f-4e01-845a-2fd47cc2bb11","Emphysème sous-cutané d'origine traumatique","Traumatic subcutaneous emphysema","Diagnosis","N/A","ICD 10 - WHO:T79.7",,
"d3cf1571-2e2a-46c0-9328-7bbeeeced35c","Autres complications précoces d'un traumatisme","Other early complications of trauma","Diagnosis","N/A","ICD 10 - WHO:T79.8",,
"60c6e36b-e9d4-464e-9a34-cf4bbf2bea56","Complication précoce d'un traumatisme, sans précision","Unspecified early complication of trauma","Diagnosis","N/A","ICD 10 - WHO:T79.9",,
"a82ce353-c06a-48ce-bd23-16ffcf9a6410","Séquelles de lésion traumatique superficielle de la tête","Sequelae of superficial injury of head","Diagnosis","N/A","ICD 10 - WHO:T90.0",,
"6e0389d8-d33c-41e3-8650-c719c0d9526f","Séquelles de plaie ouverte de la tête","Sequelae of open wound of head","Diagnosis","N/A","ICD 10 - WHO:T90.1",,
"7a3dfd37-5d2c-487d-87fc-86c904171dd0","Séquelles d'une fracture du crâne ou des os de la face","Sequelae of fracture of skull and facial bones","Diagnosis","N/A","ICD 10 - WHO:T90.2",,
"3c2c2ae1-c46f-407d-a149-11f07e61c77f","Séquelles de lésion traumatique de nerfs crâniens","Sequelae of injury of cranial nerves","Diagnosis","N/A","ICD 10 - WHO:T90.3",,
"ed0c0ca3-191b-4639-bf94-9bbe7c06383b","Séquelles de lésion traumatique de l'œil et de l'orbite","Sequelae of injury of eye and orbit","Diagnosis","N/A","ICD 10 - WHO:T90.4",,
"17246f19-df57-4ed6-b415-d7458dec6441","Séquelles de lésion traumatique intracrânienne","Sequelae of intracranial injury","Diagnosis","N/A","ICD 10 - WHO:T90.5",,
"6e442d52-65b4-46a1-9d35-ca35452d2dc0","Séquelles d'autres lésions traumatiques précisées de la tête","Sequelae of other specified injuries of head","Diagnosis","N/A","ICD 10 - WHO:T90.8",,
"fa924fa7-0fa2-4916-9beb-877de63abcb9","Séquelles de lésion traumatique de la tête, sans précision","Sequelae of unspecified injury of head","Diagnosis","N/A","ICD 10 - WHO:T90.9",,
"d9512e0a-4608-455b-a60f-178d766ba2dd","Séquelles de lésion traumatique superficielle et de plaie ouverte du cou et du tronc","Sequelae of superficial injury and open wound of neck and trunk","Diagnosis","N/A","ICD 10 - WHO:T91.0",,
"6ff7a05c-1d94-451e-81db-e6c94a3e9b45","Séquelles d'une fracture du rachis","Sequelae of fracture of spine","Diagnosis","N/A","ICD 10 - WHO:T91.1",,
"684451ee-9a40-4d93-8b88-53b65ee2e3c0","Séquelles d'autres fractures du thorax et du bassin","Sequelae of other fracture of thorax and pelvis","Diagnosis","N/A","ICD 10 - WHO:T91.2",,
"4de44f01-8e1e-4dbf-9ed8-2a5fb1094259","Séquelles de lésion traumatique de la moelle épinière","Sequelae of injury of spinal cord","Diagnosis","N/A","ICD 10 - WHO:T91.3",,
"e6a6435b-27fa-43d4-b220-320f6a4546f7","Séquelles de lésion traumatique d'organes intrathoraciques","Sequelae of injury of intrathoracic organs","Diagnosis","N/A","ICD 10 - WHO:T91.4",,
"0e26e5cf-9f2a-4075-95c3-af7e464d0c28","Séquelles de lésion traumatique d'organes intra-abdominaux et pelviens","Sequelae of injury of intra-abdominal and pelvic organs","Diagnosis","N/A","ICD 10 - WHO:T91.5",,
"1eee6e9e-f30e-4422-b505-0c55a3330617","Séquelles d'autres lésions traumatiques précisées du cou et du tronc","Sequelae of other specified injuries of neck and trunk","Diagnosis","N/A","ICD 10 - WHO:T91.8",,
"9a7d5335-ab26-424a-8df0-5d7894bb6cf3","Séquelles de lésion traumatique du cou et du tronc, sans précision","Sequelae of unspecified injury of neck and trunk","Diagnosis","N/A","ICD 10 - WHO:T91.9",,
"1b2f6327-9620-4e7b-b297-58a580ec437d","Séquelles de plaie ouverte du membre supérieur","Sequelae of open wound of upper limb","Diagnosis","N/A","ICD 10 - WHO:T92.0",,
"d0b6302d-2b61-45de-9395-98ae8ca39e19","Séquelles d'une fracture du bras et de l'avant-bras","Sequelae of fracture of arm","Diagnosis","N/A","ICD 10 - WHO:T92.1",,
"bb4c2e56-fbef-413e-a9a2-7da313461e5e","Séquelles d'une fracture au niveau du poignet et de la main","Sequelae of fracture at wrist and hand level","Diagnosis","N/A","ICD 10 - WHO:T92.2",,
"d6589626-7b20-4d98-9c15-8662116cf9cf","Séquelles d'une luxation, entorse et foulure du membre supérieur","Sequelae of dislocation, sprain and strain of upper limb","Diagnosis","N/A","ICD 10 - WHO:T92.3",,
"e0008d10-d93f-4993-bbef-a6dfeb070662","Séquelles d'une lésion traumatique de nerfs du membre supérieur","Sequelae of injury of nerve of upper limb","Diagnosis","N/A","ICD 10 - WHO:T92.4",,
"d8fc5eca-481e-4844-9771-f9c4fb67501c","Séquelles d'une lésion traumatique de muscles et de tendons du membre supérieur","Sequelae of injury of muscle and tendon of upper limb","Diagnosis","N/A","ICD 10 - WHO:T92.5",,
"59d9cc45-92a3-4f94-b82a-0df3343d2551","Séquelles d'écrasement et d'amputation traumatiques du membre supérieur","Sequelae of crushing injury and traumatic amputation of upper limb","Diagnosis","N/A","ICD 10 - WHO:T92.6",,
"39f41391-9df4-49e3-9ae8-54a68c9f684b","Séquelles d'autres lésions traumatiques précisées du membre supérieur","Sequelae of other specified injuries of upper limb","Diagnosis","N/A","ICD 10 - WHO:T92.8",,
"32425186-f188-4fc2-aae6-2c2daf995817","Séquelles de lésion traumatique du membre supérieur, sans précision","Sequelae of unspecified injury of upper limb","Diagnosis","N/A","ICD 10 - WHO:T92.9",,
"e80ccdaa-1c0e-4154-b847-fdbae7d232cd","Séquelles de plaie ouverte du membre inférieur","Sequelae of open wound of lower limb","Diagnosis","N/A","ICD 10 - WHO:T93.0",,
"f6ae4bfe-ceff-4747-9d5f-12ae8a4805a8","Séquelles d'une fracture du fémur","Sequelae of fracture of femur","Diagnosis","N/A","ICD 10 - WHO:T93.1",,
"c2bf6ea7-63ad-4e23-a161-89ea0a3e0afc","Séquelles d'autres fractures du membre inférieur","Sequelae of other fractures of lower limb","Diagnosis","N/A","ICD 10 - WHO:T93.2",,
"94f1ff58-71c9-4cfd-947c-0173127c4b87","Séquelles de luxation, entorse et foulure du membre inférieur","Sequelae of dislocation, sprain and strain of lower limb","Diagnosis","N/A","ICD 10 - WHO:T93.3",,
"2c2653e9-429f-442a-9127-15869caeeed8","Séquelles de lésion traumatique de nerfs du membre inférieur","Sequelae of injury of nerve of lower limb","Diagnosis","N/A","ICD 10 - WHO:T93.4",,
"004236b8-b32b-4d4d-b5fc-7a9e2cb34481","Séquelles de lésion traumatique de muscles et de tendons du membre inférieur","Sequelae of injury of muscle and tendon of lower limb","Diagnosis","N/A","ICD 10 - WHO:T93.5",,
"1d4b82ee-9386-4c24-94ed-4d39cd28313b","Séquelles d'écrasement et d'amputation traumatiques du membre inférieur","Sequelae of crushing injury and traumatic amputation of lower limb","Diagnosis","N/A","ICD 10 - WHO:T93.6",,
"a1b830ae-c2c3-4e9a-98fb-423a05e24aac","Séquelles d'autres lésions traumatiques précisées du membre inférieur","Sequelae of other specified injuries of lower limb","Diagnosis","N/A","ICD 10 - WHO:T93.8",,
"25a9a3ca-a77a-405a-804b-b7b6c9169dfe","Séquelles de lésion traumatique du membre inférieur, sans précision","Sequelae of unspecified injury of lower limb","Diagnosis","N/A","ICD 10 - WHO:T93.9",,
"7d89ed34-a361-4583-be31-06daeeecec7d","Séquelles de lésions traumatiques de parties multiples du corps","Sequelae of injuries involving multiple body regions","Diagnosis","N/A","ICD 10 - WHO:T94.0",,
"d01e5140-3b18-45e6-aaa5-e8ac95115748","Séquelles de lésions traumatiques, non précisées selon la partie du corps","Sequelae of injuries, not specified by body region","Diagnosis","N/A","ICD 10 - WHO:T94.1",,
"71dfa0ab-0727-4ebd-93ff-0c62b82c8140","Séquelles de brûlure, corrosion et gelure de la tête et du cou","Sequelae of burn, corrosion and frostbite of head and neck","Diagnosis","N/A","ICD 10 - WHO:T95.0",,
"ee9f3e8f-e197-4726-9d32-10182f7cb462","Séquelles de brûlure, corrosion et gelure du tronc","Sequelae of burn, corrosion and frostbite of trunk","Diagnosis","N/A","ICD 10 - WHO:T95.1",,
"071b42cd-5478-4677-9e72-8cd32e07502a","Séquelles de brûlure, corrosion et gelure du membre supérieur","Sequelae of burn, corrosion and frostbite of upper limb","Diagnosis","N/A","ICD 10 - WHO:T95.2",,
"f9251a99-00b7-4371-941f-ecaa21878528","Séquelles de brûlure, corrosion et gelure du membre inférieur","Sequelae of burn, corrosion and frostbite of lower limb","Diagnosis","N/A","ICD 10 - WHO:T95.3",,
"fcf28261-c314-4080-9af9-d64050f2848c","Séquelles de brûlure et corrosion classées selon leur étendue sur la surface du corps","Sequelae of burn and corrosion classifiable only according to extent of body surface involved","Diagnosis","N/A","ICD 10 - WHO:T95.4",,
"205cf786-2ec1-4abe-9d97-e53575e01dad","Séquelles d'autres brûlures, corrosions et gelures précisées","Sequelae of other specified burn, corrosion and frostbite","Diagnosis","N/A","ICD 10 - WHO:T95.8",,
"7177b888-c7fe-4d9d-af79-5311cda79e26","Séquelles de brûlure, corrosion et gelure, sans précision","Sequelae of unspecified burn, corrosion and frostbite","Diagnosis","N/A","ICD 10 - WHO:T95.9",,
"ba633cf8-f5a9-41a5-964e-29df3d31606c","Séquelles d'effets dus à un corps étranger ayant pénétré dans un orifice naturel","Sequelae of effects of foreign body entering through natural orifice","Diagnosis","N/A","ICD 10 - WHO:T98.0",,
"99265565-5bfe-4161-bca8-45e7f4261156","Séquelles d'effets de causes externes, autres et sans précision","Sequelae of other and unspecified effects of external causes","Diagnosis","N/A","ICD 10 - WHO:T98.1",,
"46a6ea01-e7a4-4c9e-b121-f6cf112994ff","Séquelles de certaines complications précoces d'un traumatisme","Sequelae of certain early complications of trauma","Diagnosis","N/A","ICD 10 - WHO:T98.2",,
"1747cc45-a7f0-45f4-924b-8f37f19e4f23","Séquelles de complications de soins chirurgicaux et médicaux, non classées ailleurs","Sequelae of complications of surgical and medical care, not elsewhere classified","Diagnosis","N/A","ICD 10 - WHO:T98.3",,
"d03c3d7f-bf84-4b21-ba38-19969a4f96f5","Par d'autres personnes précisées","By other specified persons","Diagnosis","N/A","ICD 10 - WHO:Y06.8",,
"dc5e2e6a-f465-4647-aa2d-29da9faba868","Par le conjoint ou le partenaire","By spouse or partner","Diagnosis","N/A","ICD 10 - WHO:Y07.0",,
"6bb6d50b-f125-469c-8766-65ae9d6cfe28","Par un(e) parent(e)","By parent","Diagnosis","N/A","ICD 10 - WHO:Y07.1",,
"2d5522b2-5968-4248-8af8-d31c8c8be0f6","Par une relation ou un(e) ami(e)","By acquaintance or friend","Diagnosis","N/A","ICD 10 - WHO:Y07.2",,
"ef38c26d-4212-4ae0-98ae-6bbcdf5b71bb","Par des autorités officielles","By official authorities","Diagnosis","N/A","ICD 10 - WHO:Y07.3",,
"b4833984-e42e-4c73-bd37-f3ece0edad73","Par une personne non précisée","By unspecified person","Diagnosis","N/A","ICD 10 - WHO:Y07.9",,
"7214b47c-90ed-4818-8f1c-0aa4f09ec6d6","Intervention de la force publique impliquant l'usage d'armes à feu","Legal intervention involving firearm discharge","Diagnosis","N/A","ICD 10 - WHO:Y35.0",,
"061a3b19-279a-47b3-9285-b3c412ab4db8","Intervention de la force publique impliquant l'usage d'explosifs","Legal intervention involving explosives","Diagnosis","N/A","ICD 10 - WHO:Y35.1",,
"b3cd8240-9a1e-47c4-b151-b1f47fa7b5af","Intervention de la force publique impliquant l'usage de gaz","Legal intervention involving gas","Diagnosis","N/A","ICD 10 - WHO:Y35.2",,
"437ad853-9c74-4c1d-bbf8-cc2376c89b92","Intervention de la force publique impliquant l'usage d'objets contondants","Legal intervention involving blunt objects","Diagnosis","N/A","ICD 10 - WHO:Y35.3",,
"5b90c649-c5e0-444a-98e2-a836bb883876","Intervention de la force publique impliquant l'usage d'objets tranchants","Legal intervention involving sharp objects","Diagnosis","N/A","ICD 10 - WHO:Y35.4",,
"493056a9-a9f3-4c9e-97e3-02fc6d44e7e0","Exécution légale","Legal execution","Diagnosis","N/A","ICD 10 - WHO:Y35.5",,
"03d7a6ea-e539-4ec5-a273-02c555de9e0a","Intervention de la force publique impliquant d'autres moyens précisés","Legal intervention involving other specified means","Diagnosis","N/A","ICD 10 - WHO:Y35.6",,
"9cc431aa-c10f-49a7-96d7-507c4a68803e","Intervention de la force publique, moyen non précisé","Legal intervention, means unspecified","Diagnosis","N/A","ICD 10 - WHO:Y35.7",,
"c925a463-bab4-4537-95fb-6d5ba0a4c3ef","Fait de guerre impliquant l'explosion d'armes navales","War operations involving explosion of marine weapons","Diagnosis","N/A","ICD 10 - WHO:Y36.0",,
"56fe852a-0a80-4760-a957-4b6b16346386","Fait de guerre impliquant la destruction d'aéronef","War operations involving destruction of aircraft","Diagnosis","N/A","ICD 10 - WHO:Y36.1",,
"962581e6-fcf1-4ba8-a67b-4b016ae68939","Fait de guerre impliquant d'autres explosions et éclats","War operations involving other explosions and fragments","Diagnosis","N/A","ICD 10 - WHO:Y36.2",,
"81fc558c-4412-4d67-9ab8-dd44f1d9605e","Fait de guerre impliquant des incendies, des conflagrations et des produits brûlants","War operations involving fires, conflagrations and hot substances","Diagnosis","N/A","ICD 10 - WHO:Y36.3",,
"c3b44eb5-a1ef-43f7-aac2-4f71032d26bc","Fait de guerre impliquant le tir d'armes à feu et autres moyens de type classique","War operations involving firearm discharge and other forms of conventional warfare","Diagnosis","N/A","ICD 10 - WHO:Y36.4",,
"7860beb4-3d05-460c-a72a-4d89a326ab85","Fait de guerre impliquant des armes nucléaires","War operations involving nuclear weapons","Diagnosis","N/A","ICD 10 - WHO:Y36.5",,
"436f254e-9d25-4357-84cc-b20f3c3f3fcd","Fait de guerre impliquant des armes biologiques","War operations involving biological weapons","Diagnosis","N/A","ICD 10 - WHO:Y36.6",,
"a877787f-7cc0-4176-8bfe-5c2fd2e4968e","Fait de guerre impliquant des armes chimiques et autres moyens non classiques","War operations involving chemical weapons and other forms of unconventional warfare","Diagnosis","N/A","ICD 10 - WHO:Y36.7",,
"e333e4ba-92ae-4139-b890-21c1fd53e5e2","Fait de guerre survenu après la cessation des hostilités","War operations occurring after cessation of hostilities","Diagnosis","N/A","ICD 10 - WHO:Y36.8",,
"fbb5bd1c-b46e-442c-bc9f-96719b0a1a71","Fait de guerre, sans précision","War operations, unspecified","Diagnosis","N/A","ICD 10 - WHO:Y36.9",,
"35aa14f8-7c52-4466-8cda-66ee7e258b5e","Pénicillines","Penicillins(fr)","Diagnosis","N/A","ICD 10 - WHO:Y40.0",,
"a59de859-2111-41e2-b82a-6280cf2a86bc","Céphalosporines et autres bêta-lactamines","Cefalosporins and other beta-lactam antibiotics(en)","Diagnosis","N/A","ICD 10 - WHO:Y40.1",,
"4bcfa5b5-94f9-4ddc-96e6-8969613bf120","Groupe du chloramphénicol","Chloramphenicol group","Diagnosis","N/A","ICD 10 - WHO:Y40.2",,
"50c65c44-6296-4b48-ae5c-d12613fa9983","Macrolides","Macrolides","Diagnosis","N/A","ICD 10 - WHO:Y40.3",,
"d4ca7403-f111-43db-a9aa-9aa3eece845f","Tétracyclines","Tetracyclines","Diagnosis","N/A","ICD 10 - WHO:Y40.4",,
"b6bf49f2-c378-4c15-baa4-32b715a67fb7","Aminosides","Aminoglycosides","Diagnosis","N/A","ICD 10 - WHO:Y40.5",,
"a78f9661-cb15-404b-8052-7ea8385b4237","Rifamycines","Rifamycins","Diagnosis","N/A","ICD 10 - WHO:Y40.6",,
"559bc0b1-32a8-482d-a585-eb49188cc782","Antibiotiques antifongiques systémiques","Antifungal antibiotics, systemically used(en)","Diagnosis","N/A","ICD 10 - WHO:Y40.7",,
"e2efa8ba-9b74-46a9-b26c-36110662cac1","Autres antibiotiques systémiques","Other systemic antibiotics","Diagnosis","N/A","ICD 10 - WHO:Y40.8",,
"0013c002-0d56-491c-8c6a-de8255bd2f4a","Antibiotique systémique, sans précision","Systemic antibiotic, unspecified","Diagnosis","N/A","ICD 10 - WHO:Y40.9",,
"43adb55c-840b-418f-8153-6c48208848ce","Sulfamides","Sulfonamides","Diagnosis","N/A","ICD 10 - WHO:Y41.0",,
"65d002d5-6706-47b2-959a-860f1769312a","Antimycobactériens","Antimycobacterial drugs","Diagnosis","N/A","ICD 10 - WHO:Y41.1",,
"81ef7d67-5c75-4dcf-b562-d466354c55e4","Antipaludiques et médicaments agissant sur d'autres protozoaires du sang","Antimalarials and drugs acting on other blood protozoa","Diagnosis","N/A","ICD 10 - WHO:Y41.2",,
"e6fbffb1-d871-420d-9d68-70dc8eabbef6","Autres antiprotozoaires","Other antiprotozoal drugs","Diagnosis","N/A","ICD 10 - WHO:Y41.3",,
"ee1330db-fed5-4df8-875f-e8c92b3dc4c8","Anthelminthiques","Anthelminthics","Diagnosis","N/A","ICD 10 - WHO:Y41.4",,
"2012330f-f123-450a-985f-cd80ddf1ba4a","Antiviraux","Antiviral drugs","Diagnosis","N/A","ICD 10 - WHO:Y41.5",,
"947a8e53-ed8f-4f3e-a022-da4cf598e8c2","Autres anti-infectieux et antiparasitaires systémiques précisés","Other specified systemic anti-infectives and antiparasitics","Diagnosis","N/A","ICD 10 - WHO:Y41.8",,
"0b61fac6-f505-4374-92d2-991a9b161339","Anti-infectieux et antiparasitaire systémiques, sans précision","Systemic anti-infective and antiparasitic, unspecified (en)","Diagnosis","N/A","ICD 10 - WHO:Y41.9",,
"fc8b0135-3d02-4cb6-a752-016b6bef6cbe","Autres œstrogènes et progestatifs","Other estrogens and progestogens","Diagnosis","N/A","ICD 10 - WHO:Y42.5",,
"bde0fc88-0ee8-4b55-912c-6f3707919fca","Antigonadotrophines, anti-œstrogènes, anti-androgènes, non classés ailleurs","Antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified(en)","Diagnosis","N/A","ICD 10 - WHO:Y42.6",,
"bb35900d-13a3-4622-9c23-73caa422cad8","Androgènes et autres anabolisants","Androgens and anabolic congeners","Diagnosis","N/A","ICD 10 - WHO:Y42.7",,
"b21710f8-a552-47fd-b864-57e77492a3f3","Hormones et leurs substituts synthétiques, autres et sans précision","Other and unspecified hormones and their synthetic substitutes","Diagnosis","N/A","ICD 10 - WHO:Y42.8",,
"c2cc71e5-c5d0-4c84-9bd5-fe2f85f8af89","Antagonistes hormonaux, autres et sans précision","Other and unspecified hormone antagonists","Diagnosis","N/A","ICD 10 - WHO:Y42.9",,
"9eb3b8fd-9600-4bbf-85d7-3c109c2e846c","Anti-allergiques et anti-émétiques","Antiallergic and antiemetic drugs(en)","Diagnosis","N/A","ICD 10 - WHO:Y43.0",,
"1eabba8b-6192-4279-89fe-6cec2b0e4b4f","Antimétabolites antitumoraux","Antineoplastic antimetabolites","Diagnosis","N/A","ICD 10 - WHO:Y43.1",,
"ce2caa71-0167-4920-86ed-ecf8fa9cb792","Produits antitumoraux naturels","Antineoplastic natural products","Diagnosis","N/A","ICD 10 - WHO:Y43.2",,
"781a8345-23cc-46dc-9d00-e57162f5adbf","Autres médicaments antitumoraux","Other antineoplastic drugs","Diagnosis","N/A","ICD 10 - WHO:Y43.3",,
"d207df67-aa45-4f1b-9b0b-d5635919d7c4","Agents immunosuppresseurs","Immunosuppressive agents","Diagnosis","N/A","ICD 10 - WHO:Y43.4",,
"352b7223-ec4e-44fd-b897-decc35ea6a06","Acidifiants et alcalinisants","Acidifying and alkalizing agents","Diagnosis","N/A","ICD 10 - WHO:Y43.5",,
"bc4fd4df-6064-4c15-af8f-9ed1b06494a7","Enzymes, non classés ailleurs","Enzymes, not elsewhere classified(en)","Diagnosis","N/A","ICD 10 - WHO:Y43.6",,
"371ed7ea-5130-460a-a797-bd758f0057f3","Autres substances d'action pharmacologique essentiellement systémique, non classées ailleurs","Other primarily systemic agents, not elsewhere classified","Diagnosis","N/A","ICD 10 - WHO:Y43.8",,
"4fb78b73-81d3-43f7-a0d0-4929baa521bb","Substance d'action pharmacologique essentiellement systémique, sans précision","Primarily systemic agent, unspecified","Diagnosis","N/A","ICD 10 - WHO:Y43.9",,
"02a6144c-e917-417f-9d60-becda810cb6a","Préparations à base de fer et autres préparations prescrites dans les anémies hypochromes","Iron preparations and other anti-hypochromic-anaemia preparations","Diagnosis","N/A","ICD 10 - WHO:Y44.0",,
