uuid,Members,Answers,Fully specified name:fr,Fully specified name:en,Short name:fr,Short name:en,Data class,Data type,Normal high,Normal low,Units,Allow decimals,_version:1,_order:1180
85eb2e21-8a45-47e1-a0f0-0338270e5b13,Sputum excudates Aspect;Sputum excudates Aspect Test Date;Sputum excudates Epithelial cells per field;Sputum excudates Epithelial cells per field Test Date;Sputum excudates Leucocytes per field;Sputum excudates Leucocytes per field Test Date;Sputum excudates Yeast cells per field;Sputum excudates Yeast cells per field Test Date;Sputum excudates Gram + bacilli;Sputum excudates Gram + bacilli Test Date;Sputum excudates Gram - bacilli;Sputum excudates Gram - bacilli Test Date;Sputum excudates Gram + cocci;Sputum excudates Gram + cocci Test Date;Sputum excudates Gram - cocci;Sputum excudates Gram - cocci Test Date;Sputum excudates Identified germ;Sputum excudates Identified germ Test Date;Sputum analysis;Sputum analysis Test Date,,Exudats-Crachats,Sputum excudates antibiogram,Exudats-Crachats,Sputum excudates antibiogram,LabSet,N/A,,,,,,
476e202a-6ff3-46b6-8f9f-ddde18a958d8,,,Hémoculture Germs,Blood Culture Germs,Hémoculture Germs,Blood Culture Germs,LabTest,Text,,,,,,
d97ab871-14bc-4342-906a-33634742dc3f,,,Hémoculture Germs Date de résultat,Blood Culture Germs Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
57d090e9-99c5-4f8d-a7c4-a8a3451ab6fb,,,Hémoculture Antibiograme,Blood Culture Antibiogram,Hémoculture Antibiograme,Blood Culture Antibiogram,LabTest,Text,,,,,,
f180beee-48a5-42fc-94eb-918343e19d30,,,Hémoculture Antibiograme Date de résultat,Blood Culture Antibiogram Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
2ff87d8f-442a-45b1-adef-f952663c001c,Blood Culture Germs;Blood Culture Germs Test Date;Blood Culture Antibiogram;Blood Culture Antibiogram Test Date,,Hémoculture,Blood (Culture),Hémoculture,Blood Culture,LabSet,N/A,,,,,,
8923bb59-e16e-403f-bd7b-9b227ca1a1e6,,,Coproculture Gram,Stool Culture Gram,Coproculture Gram,Stool Culture Gram,LabTest,Text,,,,,,
8fab97dd-f260-4ebe-84c6-e0d9aeec255f,,,Coproculture Gram Date de résultat,Stool Culture Gram Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
a5344b81-53d5-46c8-8131-176d3fcb7a7e,,,Coproculture Germs,Stool Culture Germs,Coproculture Germs,Stool Culture Germs,LabTest,Text,,,,,,
513cbefd-dc25-4968-98b6-e95b767d35ef,,,Coproculture Germs Date de résultat,Stool Culture Germs Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
12aac339-a8d1-4018-bb6b-bdbc428ef8d7,,,Coproculture Antibiograme,Stool Culture Antibiogram,Coproculture Antibiograme,Stool Culture Antibiogram,LabTest,Text,,,,,,
eaf0bb31-02cc-4903-9ea2-bed80da038ea,,,Coproculture Antibiograme Date de résultat,Stool Culture Antibiogram Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
269c39d9-5406-4cbc-a3b2-d78560f260fa,,,Stool analysis,Stool analysis,Stool analysis,Stool analysis,LabTest,Text,,,,,,
e5373c67-a631-48e0-b280-c0484362d2e9,,,Stool analysis Date de résultat,Stool analysis Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
124df5ea-b28d-45af-b875-6a05aa337735,Stool Culture Gram;Stool Culture Gram Test Date;Stool Culture Germs;Stool Culture Germs Test Date;Stool Culture Antibiogram;Stool Culture Antibiogram Test Date;Stool analysis;Stool analysis Test Date,,Coproculture,Culture (Stool),Coproculture,Culture (Stool),LabSet,N/A,,,,,,
52bbe0da-fed8-4395-a3ef-5d678d2fd42c,,,LCR parasitologie,CSF parasitology,LCR parasitologie,CSF parasitology,LabTest,Text,,,,,,
0d9f270d-b2a5-42cf-ac8e-d5d631fc58e3,,,LCR Date de résultat,CSF parasitology Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
3b08b387-a574-49bb-975e-d2e0c5698606,,,Coprology,Coprology,Coprology,Coprology,LabTest,Text,,,,,,
da7d03c3-130c-40ab-985e-78c4c87d8248,,,Coprology Date de résultat,Coprology Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
23ba1e3f-78d4-4f0c-9074-bcf72e02e29b,,,Test de Diagnostic Rapide du Paludisme,Rapid Diagnosis Malaria Test,Test de Diagnostic Rapide du Paludisme,Rapid Diagnosis Malaria Test,LabTest,Text,,,,,,
51b23d51-f3f5-474e-907e-254fbe62d429,,,Test de Diagnostic Rapide du Paludisme Date de résultat,Rapid Diagnosis Malaria Test Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
18469f86-6709-4449-b965-590b86e45cae,,,Test du Paludisme (GE),Malaria Test (GE),Test du Paludisme (GE),Malaria Test (GE),LabTest,Text,,,,,,
a4d19a14-c6bc-4323-be6d-06792b47487e,,,Test du Paludisme (GE) Date de résultat,Malaria Test (GE) Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
baf5d5ac-47a0-4733-b58c-dfc8ef64530f,,,Skin snip test,Skin snip test,Skin snip,Skin snip,LabTest,Text,,,,,,
4d4d0e97-af80-4e58-a63d-6739d133b4ec,,,Skin snip test Date de résultat,Skin snip test Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
d3e12f72-a133-4cc7-96b1-f7fc6e5c285b,,,Fibrinogen test,Fibrinogen test,Fibrinogen test,Fibrinogen test,LabTest,Numeric,,,,yes,,
07beade7-a5fc-44bf-9c33-d9b1884b763a,,,Spermoculture,Spermoculture,Spermoculture,Spermoculture,LabTest,Text,,,,,,
2245426f-7e48-457f-8a45-0b11aa2e55ab,,,Spermogram,Spermogram,Spermogram,Spermogram,LabTest,Text,,,,,,
c8e8d9dc-b592-4c0d-b3e3-d5c9e553d34f,,,Chlamydia IgG,Chlamydia IgG,Chlamydia IgG,Chlamydia IgG,LabTest,Numeric,,,,yes,,
8e8b9301-e32e-46f7-b47e-b5f862147f12,,,Chlamydia IgM,Chlamydia IgM,Chlamydia IgM,Chlamydia IgM,LabTest,Numeric,,,,yes,,
9ef31d77-3e28-47b4-9ab5-ac25075f60bb,,,Toxoplasmosis IgG,Toxoplasmosis IgG,Toxoplasmosis IgG,Toxoplasmosis IgG,LabTest,Numeric,,,,yes,,
2e4c17b0-edbf-44f1-a2a0-df8616a305bd,,,Toxoplasmosis IgM,Toxoplasmosis IgM,Toxoplasmosis IgM,Toxoplasmosis IgM,LabTest,Numeric,,,,yes,,
fd90e0b0-a284-44d8-a4b4-bf81e1774831,,,Rubella IgG,Rubella IgG,Rubella IgG,Rubella IgG,LabTest,Numeric,,,,yes,,
073322de-e4ad-4537-8603-222a4d4b7611,,,Rubella IgM,Rubella IgM,Rubella IgM,Rubella IgM,LabTest,Numeric,,,,yes,,
f14925ae-f09d-4920-a285-0f2c56751824,,,TSH to retire,TSH to retire,,,LabTest,N/A,,,,,,
e6cec8ce-14de-4a16-a7d6-68e9bc4977f5,,,TSH,TSH,TSH,TSH,LabTest,Numeric,,,,yes,,
d854a309-55a5-407c-bc0a-56f5a198f6a4,,,FSH,FSH,FSH,FSH,LabTest,Numeric,,,,yes,,
2eb99419-1c62-4bb2-bf91-94938612ee75,,,LH,LH,LH,LH,LabTest,Numeric,,,,yes,,
0f37fae1-4692-426b-bafc-bb0bc99cf43e,,,Progesterone,Progesterone,Progesterone,Progesterone,LabTest,Numeric,,,,yes,,
f1a82a97-bd36-423c-8fc8-969baf8be7fa,,,Prolactin,Prolactin,Prolactin,Prolactin,LabTest,Numeric,,,,yes,,
63fc120d-0537-44eb-84c6-b7a6540054f4,,,Testosterone,Testosterone,Testosterone,Testosterone,LabTest,Numeric,,,,yes,,
a5239a85-6f75-4882-9b9b-60168e54b7da,,Positive;Negative,PCR (ALERE-Q),PCR(ALERE-Q),PCR(ALERE-Q),PCR(ALERE-Q),LabTest,Coded,,,,,,
f9ff724a-6539-4154-85bb-e5b7b8c0b9e8,,Positive;Negative,DBS,DBS,DBS,DBS,LabTest,Coded,,,,,,
1da5bc26-4da9-4300-8b1c-896922860e29,,,Gama GT Test,GGT (Gamma-Glutamyl Transferase) Test,GGT,GGT,LabTest,Numeric,48,9,U/L,yes,,
710ec52b-dc2b-4fd6-8f38-2bdb208cc32e,,,Ostrogènes,Oestrogen,Ostrogène,Oestrogen,LabTest,Numeric,,,pg/ml,yes,,
91f17a37-5412-405c-b603-1810606bcab9,,,Fibrinogen test Date de résultat,Fibrinogen test Test Date,Date de résultat,Test Date,Misc,Date,,,,,, 
5e9193db-eb40-4b60-8396-9487c24961b2,,,Spermoculture Date de résultat,Spermoculture Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
7411057e-931c-4b1e-b186-42874584e8cb,,,Spermogram Date de résultat,Spermogram Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
70fca4d7-210e-4e27-ad80-65f592a6588c,,,Chlamydia IgG Date de résultat,Chlamydia IgG Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
60dc49d5-6703-4d80-b250-27b24d15d12e,,,Chlamydia IgM Date de résultat,Chlamydia IgM Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
227527e4-4220-4545-9f6e-5088e86ab0d9,,,Toxoplasmosis IgG Date de résultat,Toxoplasmosis IgG Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
8e231ecf-f301-457a-8859-c09aaa90ae4b,,,Toxoplasmosis IgM Date de résultat,Toxoplasmosis IgM Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
34fba64f-582f-45f1-8ea5-45ba3ade7fc8,,,Rubella IgG Date de résultat,Rubella IgG Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
1ea30982-fe44-4169-b755-07d3cb49bcf0,,,Rubella IgM Date de résultat,Rubella IgM Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
97a1a638-03b0-464e-bf75-4717f9f06c38,,Positive;Negative;Unknown,Test de résistance aux ARV,ARV Resistance Test,Test de résistance aux ARV,ARV Resistance Test,LabTest,Coded,,,,,,
e901d315-0a96-49f0-8ad8-5896fe2b6ba9,,,Test de résistance aux ARV Date de résultat,ARV Resistance Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
e2abab00-0aef-4715-bad6-37740ce61125,,,TSH Date de résultat,TSH Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
171d33c0-bd01-40f8-8b6a-a0daab78f6cc,,,FSH Date de résultat,FSH Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
df87334b-ac73-42e5-96ea-539de03c9190,,,LH Date de résultat,LH Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
7fee59d3-f72d-40ef-b12a-01f6f000b226,,,Progesterone Date de résultat,Progesterone Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
fa961a4c-d4a4-4d2a-a27b-24013b6f9767,,,Prolactin Date de résultat,Prolactin Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
ecc265ea-ca3c-4590-b1d0-484687ff00b5,,,Testosterone Date de résultat,Testosterone Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
9bb7b360-3790-4e1a-8aca-0d1341663040,,,PCR (ALERE-Q) Date de résultat,PCR(ALERE-Q) Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
22d572b4-5a7c-497e-99f6-8f46ca192ffa,,,DBS Date de résultat,DBS Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
4a89fc6d-db1b-4394-8049-40b76fca1d15,,,Gama GT Date de résultat,Gama GT Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
511856f2-575b-480d-93db-769ac1db4d68,,,Ostrogènes Date de résultat,Oestrogen Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
25e306e1-9d13-419f-a880-10d9f5d1f99d,,,Glucose-6-phosphate déshydrogénase,Glucose-6-phosphate dehydrogenase,Glucose-6-phosphate déshydrogénase,G6PD,LabTest,Numeric,20.5,5.5,U/g,yes,,
e3684279-304f-4466-a649-d075e9b5237e,,,Glucose-6-phosphate déshydrogénase Date de résultat,Glucose-6-phosphate dehydrogenase Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
676b9dfd-83d7-475b-a41b-58a7b29a19f0,,,Lipase,Lipase,Lipase,Lipase,LabTest,Numeric,1.6,0,U/l,yes,,
e5b35fb6-7b29-47a8-b7fe-9757ba90c8cc,,,Lipase Date de résultat,Lipase Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
4acdab68-d773-43b1-9ace-83791c02f8dd,,,Prélèvement du PUS Antibiograme S.I.R,PUS smear Antibiogram S.I.R,Prélèvement du PUS Antibiograme S.I.R,PUS smear Antibiogram S.I.R,LabTest,Text,,,,,,
e83d1d5a-37dd-45e4-8c99-2f55059963e5,,,Prélèvement du PUS Antibiograme S.I.R Date de résultat,PUS smear Antibiogram S.I.R Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
9c31d9d5-bef2-47f8-9915-55076b1210bd,,,Prélèvement du PUS aspect macroscopique,PUS smear Macroscopic appearance,Prélèvement du PUS aspect macroscopique,PUS smear Macroscopic appearance,LabTest,Text,,,,,,
1990bb90-917d-45c5-9891-f146aa12a3f9,,,Prélèvement du PUS aspect macroscopique Date de résultat,PUS smear Macroscopic appearance Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
431812b6-6013-4bf8-bdea-c1838b238fe9,,,Prélèvement du PUS Bacilles par Gram -,PUS smear Gram - Cocci,Prélèvement du PUS Bacilles par Gram -,PUS smear Gram - Cocci,LabTest,Text,,,,,,
c70257be-6a82-44ee-9e66-80904bc9a434,,,Prélèvement du PUS Bacilles par Gram - Date de résultat,PUS smear Gram - Cocci Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
e93e343e-4ef4-4bb9-8ab2-58c564b92086,,,Prélèvement du PUS Bacilles par Gram +,PUS smear Gram + Bacilli,Prélèvement du PUS Bacilles par Gram +,PUS smear Gram + Bacilli,LabTest,Text,,,,,,
a83faf3a-6f64-40b3-b997-2be5e57be015,,,Prélèvement du PUS Bacilles par Gram + Date de résultat,PUS smear Gram + Bacilli Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
fc23f262-c54b-4c96-90b1-99147137648b,,,Prélèvement du PUS Cellules Clue,PUS smear Clue cells,Prélèvement du PUS Cellules Clue,PUS smear Clue cells,LabTest,Text,,,,,,
8f704c7c-9817-4406-94fe-5b76b9adba12,,,Prélèvement du PUS Cellules Clue Date de résultat,PUS smear Clue cells Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
da29b70a-782a-4536-8541-27e288bc510f,,,Prélèvement du PUS cellules de levure par champ,PUS smear Yeast cells per field,Prélèvement du PUS cellules de levure par champ,PUS smear Yeast cells per field,LabTest,Text,,,,,,
8a638c38-3ec3-46c8-a962-d86f3c3ce086,,,Prélèvement du PUS cellules de levure par champ Date de résultat,PUS smear Yeast cells per field Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
9ebe9e82-a3bf-4fbe-a3b6-7689016852dc,,,Prélèvement du PUS cellules épithéliales par champ,PUS smear Epithelial cells per field,Prélèvement du PUS cellules épithéliales par champ,PUS smear Epithelial cells per field,LabTest,Text,,,,,,
2581cf49-ea02-4bb8-91ae-beb948dca002,,,Prélèvement du PUS cellules épithéliales par champ Date de résultat,PUS smear Epithelial cells per field Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
38b3a296-8215-4ea1-8b61-2c0da0235fd5,,,Prélèvement du PUS Cocci par Gram -,PUS smear Gram + Cocci,Prélèvement du PUS Cocci par Gram -,PUS smear Gram + Cocci,LabTest,Text,,,,,,
636015fd-584f-483f-9fdd-3a4331d14c57,,,Prélèvement du PUS Cocci par Gram - Date de résultat,PUS smear Gram + Cocci Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
3466495d-5b0a-4504-9f67-855bbec9e3ea,,,Prélèvement du PUS Cocci par Gram +,PUS smear Gram - Bacilli,Prélèvement du PUS Cocci par Gram +,PUS smear Gram - Bacilli,LabTest,Text,,,,,,
11e701d6-6e88-4841-bd52-51a6944854e2,,,Prélèvement du PUS Cocci par Gram + Date de résultat,PUS smear Gram - Bacilli Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
0ad0cea4-ae9a-4d93-9fef-9bd149225a06,,,Prélèvement du PUS Germe isolé,PUS smear Identified germ,Prélèvement du PUS Germe isolé,PUS smear Identified germ,LabTest,Text,,,,,,
a7fdd0ae-e5bc-476e-ae38-6fa5135cc913,,,Prélèvement du PUS Germe isolé Date de résultat,PUS smear Identified germ Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
b8bbf583-fb68-4a9e-a46a-15e32093caf8,,,Prélèvement du PUS Leucocytes,PUS smear Leucocytes per field,Prélèvement du PUS Leucocytes,PUS smear Leucocytes per field,LabTest,Text,,,,,,
4cdb39da-af60-404b-bf4b-a6e248651eae,,,Prélèvement du PUS Leucocytes Date de résultat,PUS smear Leucocytes per field Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
d9c35e5b-34b7-4c8e-bc54-6d601bd2c0a3,PUS smear Antibiogram S.I.R;PUS smear Antibiogram S.I.R Test Date;PUS smear Macroscopic appearance;PUS smear Macroscopic appearance Test Date;PUS smear Gram - Cocci;PUS smear Gram - Cocci Test Date;PUS smear Gram + Bacilli;PUS smear Gram + Bacilli Test Date;PUS smear Clue cells;PUS smear Clue cells Test Date;PUS smear Yeast cells per field;PUS smear Yeast cells per field Test Date;PUS smear Epithelial cells per field;PUS smear Epithelial cells per field Test Date;PUS smear Gram + Cocci;PUS smear Gram + Cocci Test Date;PUS smear Gram - Bacilli;PUS smear Gram - Bacilli Test Date;PUS smear Identified germ;PUS smear Identified germ Test Date;PUS smear Leucocytes per field;PUS smear Leucocytes per field Test Date,,PUS culture,PUS culture,PUS culture,PUS culture,LabSet,N/A,,,,,,
d0541235-adde-4f85-8b6f-a53ba88bb381,,,Mycoplasma hominis,Mycoplasma hominis,Mycoplasma hominis,Mycoplasma hominis,LabTest,Text,,,,,,
75e2a9d9-90d8-4408-9409-ec088442fc96,,,Mycoplasma hominis Date de résultat,Mycoplasma hominis Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
c907cbb9-230f-40f4-99f2-beb80f4cfe1d,,,Mycoplasma urealyticum,Mycoplasma urealyticum,Mycoplasma urealyticum,Mycoplasma urealyticum,LabTest,Text,,,,,,
5d641207-01e2-4483-a587-08d2ebf369db,,,Mycoplasma urealyticum Date de résultat,Mycoplasma urealyticum Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
9cf62fcc-adb1-4483-9a94-3e6c13760591,Mycoplasma hominis;Mycoplasma hominis Test Date;Mycoplasma urealyticum;Mycoplasma urealyticum Test Date,,Mycoplasma,Mycoplasma,Mycoplasma,Mycoplasma,LabSet,N/A,,,,,,
e8e7a705-ec09-4da1-acf2-838a20eca5ef,,,D-dimers IFA,D-dimeres IFA,D-dimers IFA,D-dimeres IFA,LabTest,Numeric,,500,ng/ml,,,
3ba6922a-7643-41cd-bb17-305d1d373742,,Positive;Negative,Sérologie Helicobacter Pylori,Helicobacter Pylori,Sérologie Helicobacter Pylori,Helicobacter Pylori,LabTest,Coded,,,,,,
81b0153a-a182-4874-bec5-ffc0b773d0a1,,,aFP (IFA),Alpha-fetoprotein (AFP),aFP (IFA),Alpha-fetoprotein (AFP),LabTest,Numeric,,8,ng/ml,,,
451c4c37-a913-43e6-a22f-f25e7c789692,,,Biopsie,Biopsy,Biopsie,Biopsy,LabTest,Text,,,,,,
4d66787c-3497-4bec-a2b5-e276c5c9827c,,,CRP – Facteur Rhumatoïde,Rheumatoid factor Test,CRP – Facteur Rhumatoïde,Rheumatoid factor Test,LabTest,Numeric,,6,ng/ml,,,
eb893f23-6982-4b7b-85b4-22efa789e51d,,,Crachats (BAAR),AFB culture,Crachats (BAAR),AFB culture,LabTest,Text,,,,,,
97c321a0-a814-49d4-b564-9c8ee8ec4145,,,Phosphatase Alcaline,Alkaline phosphatase,PAL,ALP,LabTest,Numeric,400,35,,,,
72ae28f1-4be4-499a-a8f5-aff54a11c9e3,,,Test de Drépanocytose,Sickling Test,Test de Drépanocytose,Sickling Test,LabTest,Text,,,,,,
bc223216-5f51-4919-ba4f-67391c2107c8,,,Test Direct Antiglobuline,Direct coombs test (DAT),TTDA,DAT,LabTest,Text,,,,,,
fc5fa7cc-6a2b-457e-8680-471fdeb580a1,,,Test Indirect Antiglobuline,Indirect coombs test (IAT),TIA,IAT,LabTest,Text,,,,,,
50f1cf16-6c31-4fb4-9f32-1cab88737e2a,,,Test Rapide de la Fièvre Typhoide,Typhoid fever rapid test,TDR Typhoide,RDT fever,LabTest,Text,,,,,,
5d7a8337-abd9-4c54-a805-9069faff6d47,,,Test de Filariose (Sang),Filaria Test (Blood),Test de Filariose (Sang),Filaria Test (Blood),LabTest,Text,,,,,,
4a162ce2-8568-4ee6-9e06-61c74dc4381e,,,Test Typanosomiase (Maladie du Sommeil),Trypanosoma Test,Test Typanosomiase (Maladie du Sommeil),Trypanosoma Test,LabTest,Text,,,,,,
e44c3bcc-c46e-4147-977f-9d93df659ab4,,,Protéinurie,Proteinuria,Protéinurie,Proteinuria,LabTest,Numeric,,,,,,
92fa0f0d-2b63-437c-aaae-c5b9b393768c,,Positive;Negative,Sang (Urine),Blood (Urine),Hématurie,Hematuria,LabTest,Coded,,,,,,
19deb0a3-e399-4a8a-9537-b4046ff6154c,,,Densité (Urine),Density (Urine),Densité (Urine),Density (Urine),LabTest,Numeric,,,,,,
02f921eb-1601-4adc-9851-21ae1f7fdbd0,,Positive;Negative,Acide ascorbique - Vitamine C (Urine),Ascorbic Acid - Vitamin C (Urine),Acide ascorbique - Vitamine C (Urine),Ascorbic Acid - Vitamin C (Urine),LabTest,Coded,,,,,,
13db7604-c67f-4f6c-9853-bcd137087115,,Positive;Negative,Cétones (Urine),Ketone (Urine),Cétones (Urine),Ketone (Urine),LabTest,Coded,,,,,,
1845f1b1-a6ad-48aa-901e-a0b104ad0368,,Positive;Negative,Glycosurie (Urine),Glycosuria (Urine),Glycosurie (Urine),Glycosuria (Urine),LabTest,Coded,,,,,,
03160b53-bb8d-4df4-a539-cca3285fde9a,,Positive;Negative,Herpès Simplex Virus type 1 - IgG,Herpes Simplex Virus type 1 - IgG,HSV1 IgG,HSV1 IgG,LabTest,Coded,,,,,,
c15bcb7c-6d86-4180-8201-a9a9fa6564f8,,Positive;Negative,Herpès Simplex Virus type 1 - IgM,Herpes Simplex Virus type 1 - IgM,HSV1 IgM,HSV1 IgM,LabTest,Coded,,,,,,
ef7ecdd3-7322-4c31-9041-b6e23409e550,,Positive;Negative,Herpès Simplex Virus type 2 - IgG,Herpes Simplex Virus type 2 - IgG,HSV2 IgG,HSV2 IgG,LabTest,Coded,,,,,,
6157549c-19d7-4c44-939e-b02b736e3a22,,Positive;Negative,Herpès Simplex Virus type 2 - IgM,Herpes Simplex Virus type 2 - IgM,HSV2 IgM,HSV2 IgM,LabTest,Coded,,,,,,
f265ac34-9ca7-4d3e-a1de-7fef34fb076d,,,Test de Fehling,Fehling Test,TF,FT,LabTest,Text,,,,,,
61164fc7-7ef2-48ce-94da-4f2ecd2a7f3b,,,Biopsie à l’aiguille fine (cytoponction),Fine Needle Aspirate FNA (cytopunction),BAF,FNA,LabTest,Text,,,,,,
3be914f4-4f56-428d-b43d-95dec386c8f5,,,Test Mentoux (Dérivé protéique purifié),Purified protein derivative (PPD),PPD,PPD,LabTest,Text,,,,,,
25961eab-4b31-40be-9b10-70e5ac3022ed,,,Ponction de moelle osseuse,Bone Marrow Aspirates,PMO,BMA,LabTest,Text,,,,,,
929f9cf1-0394-41e8-a79c-fe48f13736b2,,,Biopsie de la moelle osseuse,Bone Marrow Biopsies,Biopsie de la moelle osseuse,Bone Marrow Biopsies,LabTest,Text,,,,,,
0c030298-d205-4e5e-a20c-7c199134bcc4,,,Histologie - Petites biopsies,Histology – Small biopsies,Histologie - Petites biopsies,Histology – Small biopsies,LabTest,Text,,,,,,
64963f8a-9d87-46f4-bd73-50c328d9deab,,,Histologie - grands spécimens,Histology – large Specimens,Histologie - grands spécimens,Histology – large Specimens,LabTest,Text,,,,,,
49323ab4-4fec-4a0d-b6ef-fc051fa256d2,,,Phosphatases acides (PAP),Acid phosphatase,Phosphatases acides (PAP),Acid phosphatase,LabTest,Text,,,,,,
ee7e17b7-5816-4b2e-8783-d2f85bfb3822,Protein (CSF);Protein (CSF) Test Date;Glucose (CSF);Glucose (CSF) Test Date;Chloride (CSF),,Biochimie LRC,Biochemistry CSF,Biochimie LRC,Biochemistry CSF,LabSet,N/A,,,,,,
0e92a1bb-8f72-42cb-b5c7-3d90976ddf83,,,Levures,Levures,Levures,Levures,LabTest,Text,,,,,,
b4518629-4b63-4490-b0b0-93e0dd2cba88,,,Albumine,Albumine,Albumine,Albumine,LabTest,Numeric,51,38,g/l,,,
9045f4b0-894b-4ea5-bd33-7f418a5f9ad8,,,Cholesterol LDL,Cholesterol LDL,Cholesterol LDL,Cholesterol LDL,LabTest,Numeric,,,g/l,,,
0c731124-28ee-4750-8d16-19ec8f3c8ac4,,,Bilirubin Indirect,Bilirubin Indirect,Bilirubin Indirect,Bilirubin Indirect,LabTest,Numeric,,,mg/dL,,,
ffc536dd-79fc-4333-b663-211283e93336,,,NEUTROPHILE (%),NEUTROPHILE (%),NEUTROPHILE (%),NEUTROPHILE (%),Misc,Numeric,,,,,,
a7be4413-ee7e-4141-877f-c0ce2648f478,,,Eosinophils (%),Eosinophils (%),Eosinophils (%),Eosinophils (%),Misc,Numeric,,,,,,
796deb17-cdea-4882-9d5b-b8ca995d867f,,,RDW-CV,RDW-CV,RDW-CV,RDW-CV,LabTest,Numeric,15,10,(%),,,
2b2fa418-aaba-412f-b87a-979d8d894fd6,,,RDW-SD,RDW-SD,RDW-SD,RDW-SD,LabTest,Numeric,56,35,fL,,,
da60c022-2bbf-4028-bbb2-18aeb6f93b77,,,Volume Moyen des Plaquettes (VMP/MPV),Mean Platelet Volume (MPV),Volume Moyen des Plaquettes (VMP/MPV),Mean Platelet Volume (MPV),LabTest,Numeric,11,7,fL,,,
a6ef0874-05d8-48ec-b3fe-82b55065edd4,,,Largeur de Distribution des Plaquettes (PDW/LDP),Platelet Distribution Width (PDW),Largeur de Distribution des Plaquettes (PDW/LDP),Platelet Distribution Width (PDW),LabTest,Numeric,18,10,fL,,,
2642db48-1752-4b37-879b-49376ab9de9a,,,Critère des Plaquettes (PCT/CPT),Platelet Crit (PCT),Critère des Plaquettes (PCT/CPT),Platelet Crit (PCT),LabTest,Numeric,,,%,,,
b50e94e4-9280-4478-b2ae-8997a764379f,,,Rapport Plaquettes-Large Cellules (P-LCR),Platelet-Large Cell Ratio (P-LCR),Rapport Plaquettes-Large Cellules (P-LCR),Platelet-Large Cell Ratio (P-LCR),LabTest,Numeric,,,%,,,
0ba810a6-26f6-4824-8858-0bc8104124e8,,,P-LCC,Platelet Large Cell Count (P-LCC),P-LCC,Platelet Large Cell Count (P-LCC),LabTest,Numeric,,,10^9/L,,,
a0a5d993-b7ed-42c1-b5f1-aff2f5355d06,,,FER SERIQUE,Serum iron,FER SERIQUE,Serum iron,LabTest,Numeric,,,,,,
0911f9fb-2a48-47a9-9e71-de87faa89d36,,,Mesure de la glycémie,DEXTRO (NN),Mesure de la glycémie,DEXTRO (NN),LabTest,Numeric,,,mg/dL,,,
c40ddb5f-c00b-4e7a-9542-7a344f9faebb,,,HYPERGLYCEMIE PROVOQUEE,PROVOKED HYPERGLYCAEMIA,HYPERGLYCEMIE PROVOQUEE,PROVOKED HYPERGLYCAEMIA,LabTest,Text,,,,,,
